ride_id,datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,status,ride_type,supply,demand
c9a9a0be-ce1b-45f3-9abb-beed5f2cc0c7,06/12/2024 00:13,37.75560551,-122.4229904,37.78938452,-122.4301837,cancelled,UberX,110,171
8a30071d-c8c5-442d-8de3-d5e6e6c307b1,03/12/2024 03:12,37.77558959,-122.4064366,37.76178965,-122.4149393,no_driver_available,UberX,179,117
3214a5d6-758e-46bd-8980-82f7e0a3973b,07/12/2024 03:40,37.7877878,-122.4337539,37.77218432,-122.4313976,cancelled,UberBlack,68,147
9cefd7bc-33b9-46c0-a549-1aabc665e00e,05/12/2024 07:52,37.77654099,-122.4154461,37.77834065,-122.4157222,completed,UberBlack,138,82
6cc2f86b-29da-4710-9223-cb080031ab7d,01/12/2024 09:30,37.7890228,-122.433933,37.78426822,-122.4182249,no_driver_available,UberBlack,91,127
0912264f-30ab-4050-84bc-c15fe2451ced,01/12/2024 04:14,37.79414409,-122.4316211,37.77658316,-122.4059031,no_driver_available,UberX,90,127
13f675c4-7dc8-40e1-b734-a45b293c57d4,01/12/2024 10:14,37.75576807,-122.4229022,37.77559434,-122.414238,no_driver_available,UberBlack,114,174
21fa0f54-ec7f-4264-af6f-26ba2eb1dd22,05/12/2024 05:42,37.7592365,-122.4248984,37.76976384,-122.4108788,no_driver_available,UberX,195,196
6f003c24-db53-4cf7-8e9b-bf2a5f5d19d3,05/12/2024 18:09,37.75533365,-122.4387931,37.75827486,-122.4100027,no_driver_available,UberX,92,184
557df834-aca0-4918-889d-ca273b8bd94e,02/12/2024 16:37,37.77366572,-122.4102061,37.78697552,-122.4304872,completed,UberBlack,76,111
effaf573-5938-4345-931c-eed3f2e13651,03/12/2024 20:50,37.75945677,-122.4176126,37.76993177,-122.4128978,completed,UberPool,171,196
9ef3711c-145c-4ed0-9fa8-c51ad1dd87bd,06/12/2024 22:53,37.79347248,-122.4013849,37.78288764,-122.4100289,completed,UberX,173,52
102407e5-25ce-4134-a1b5-786a0091f0f5,06/12/2024 22:57,37.77523042,-122.4178147,37.78767015,-122.4126858,completed,UberPool,146,104
7bd713f3-5b5c-4144-ae3d-ad52e75f9e50,04/12/2024 01:11,37.78490899,-122.435725,37.79447567,-122.4246054,completed,UberPool,140,60
81a7f3ac-4ca5-4ae5-ae6c-f207bc5c1006,02/12/2024 18:51,37.78768344,-122.4235754,37.78131186,-122.4059231,cancelled,UberPool,64,53
c72660aa-7975-42ab-a058-81090c3f450d,01/12/2024 06:39,37.76365543,-122.4032576,37.77121287,-122.4117687,cancelled,UberX,112,187
fe4e2190-5361-44d0-ac9b-bbcc81185164,03/12/2024 02:13,37.76621848,-122.4353811,37.78196571,-122.4304113,no_driver_available,UberBlack,186,185
073d7806-b89b-4d77-b4dd-b71e33c1c69e,05/12/2024 05:53,37.76200643,-122.4125269,37.78604568,-122.4332583,completed,UberX,111,106
f2008296-b8af-4463-83d7-cdc971af1b29,07/12/2024 04:40,37.78975388,-122.4193767,37.75557809,-122.4268639,cancelled,UberPool,162,170
97de7418-15aa-4016-82f5-96e29d28b67f,01/12/2024 12:06,37.76808853,-122.4186513,37.75980469,-122.4267372,cancelled,UberX,75,196
4efa98c3-814e-4fec-9990-35860d34c462,04/12/2024 04:02,37.76934842,-122.4202014,37.75536016,-122.4113184,no_driver_available,UberX,136,168
6db6d0d9-12c2-46e0-95d2-3a2ff31545ee,02/12/2024 01:50,37.78200127,-122.4228942,37.777154,-122.4291716,completed,UberPool,165,157
5042fa5a-1e85-49f0-9f1e-c4c64407e85b,07/12/2024 03:36,37.77628468,-122.4309999,37.7559611,-122.4218636,no_driver_available,UberPool,100,82
608255c0-8084-44d0-86a3-348d231593d0,03/12/2024 10:14,37.76961496,-122.4236223,37.78726563,-122.4287889,cancelled,UberBlack,57,80
ff2c5508-b5a9-4c06-91fd-1f02ae6163b7,01/12/2024 23:22,37.78218756,-122.4156467,37.76761796,-122.4233367,completed,UberPool,64,111
832a51c0-411f-454b-9f6f-f29273b5cb3c,01/12/2024 04:57,37.78675598,-122.4368299,37.77967539,-122.435344,no_driver_available,UberBlack,135,116
c39e563e-c04a-4b89-b587-89ca6fd27bf6,03/12/2024 05:38,37.7570448,-122.4269619,37.78408594,-122.4022745,no_driver_available,UberPool,180,122
9890370f-a249-4197-9494-b1a08f480474,07/12/2024 05:16,37.77503844,-122.4118902,37.79104085,-122.4240311,no_driver_available,UberBlack,111,124
bc365a4d-2b71-45be-aa83-36d09089a6e7,03/12/2024 04:39,37.7571585,-122.401732,37.76910331,-122.4068061,completed,UberPool,134,112
ad13a2e0-7abd-45c8-a342-8ed8dc3468e4,01/12/2024 04:30,37.77697868,-122.4173622,37.77893615,-122.4033315,cancelled,UberBlack,78,101
57aab48b-8117-4837-ac2e-aec68ff8ea59,03/12/2024 06:29,37.76161336,-122.435078,37.78596255,-122.4202954,completed,UberX,92,94
04b0de1d-6802-4f0f-920d-193b268bc837,02/12/2024 09:41,37.77617953,-122.4028906,37.75889538,-122.4378666,no_driver_available,UberX,119,167
e9de0094-e428-40c9-a845-e1acb6ec79f4,05/12/2024 02:16,37.76193672,-122.404327,37.784641,-122.4084555,no_driver_available,UberBlack,151,195
d7075d35-abee-4770-9e37-8bfce59b2c64,01/12/2024 06:57,37.77900274,-122.4300576,37.75610168,-122.4082827,completed,UberPool,69,149
0d2ddb8e-2ad0-4214-ab37-e04dd00fc042,05/12/2024 15:47,37.75950267,-122.4058802,37.78339218,-122.4065135,no_driver_available,UberBlack,101,166
df1cf557-3345-4290-9437-0297443596e0,04/12/2024 20:54,37.76694496,-122.4207966,37.77693126,-122.4050242,no_driver_available,UberX,168,187
cf3534c4-226e-4c79-8351-d5ab6dd48916,05/12/2024 17:46,37.77310083,-122.4066622,37.77887265,-122.4393645,cancelled,UberX,188,110
6c712995-022a-484a-9073-6df1c77fe5d8,06/12/2024 05:24,37.76473561,-122.4233228,37.77797771,-122.4042676,completed,UberX,120,170
a518d7a5-5d49-45e4-826c-ef0207d84d61,03/12/2024 02:01,37.79257646,-122.4203263,37.77484818,-122.4104582,completed,UberPool,98,160
3224d6bb-04b8-4550-9b15-5f51e05777ab,03/12/2024 16:51,37.7593674,-122.4232105,37.77907631,-122.4340497,no_driver_available,UberBlack,89,179
ce8fa450-1e71-4d99-8538-84b34618fde6,05/12/2024 07:36,37.76526482,-122.4131406,37.79408244,-122.4241346,no_driver_available,UberX,99,199
761cd9c7-7721-4126-b7b3-823ee8794c9f,04/12/2024 02:15,37.75959136,-122.4162344,37.75666467,-122.4012716,no_driver_available,UberBlack,73,181
a41a9db6-634c-4b76-b6ce-b4857136960a,01/12/2024 14:27,37.77919805,-122.4021202,37.79171097,-122.4296502,completed,UberBlack,138,93
5eb9c5a8-7484-4a22-87f3-1ebb458fb6ec,01/12/2024 18:58,37.76380996,-122.4025814,37.76483118,-122.42188,completed,UberPool,96,187
7c9a2eee-2c30-466d-a3bc-1f5fce903920,02/12/2024 11:24,37.7768565,-122.4250138,37.78544209,-122.4048174,completed,UberX,172,126
6a29f701-45df-4a8a-a314-95043067c1a3,06/12/2024 03:05,37.78238618,-122.4194604,37.77022146,-122.4317005,no_driver_available,UberPool,108,54
ce2ce645-1eed-448f-b83a-67812824fe1e,06/12/2024 04:00,37.77172766,-122.4377804,37.76621984,-122.4300663,no_driver_available,UberBlack,99,57
8ffced0e-0946-43b6-9074-71b52237abbe,05/12/2024 02:13,37.77392314,-122.4331431,37.79473739,-122.431819,no_driver_available,UberX,190,99
acc5ed22-4a09-434e-9544-5240c1dd154a,04/12/2024 09:17,37.7848879,-122.4297231,37.78604322,-122.4156062,completed,UberPool,195,117
e714ccde-e775-4fe3-987d-afcbb618ea61,01/12/2024 13:18,37.77378075,-122.4258203,37.75703912,-122.4363613,cancelled,UberX,134,60
4a49bc51-7dc0-4d12-a991-8533f66a80ce,06/12/2024 05:34,37.76546382,-122.4173294,37.75630722,-122.4232685,no_driver_available,UberPool,96,153
da9e2bc5-62b2-462c-baa8-e18e1aaecf13,07/12/2024 06:57,37.76505242,-122.434201,37.77814147,-122.4321951,completed,UberPool,69,73
07f28a04-7f3d-45a6-a9d6-b9f9f9c8707f,04/12/2024 13:03,37.77737258,-122.4020215,37.78955641,-122.4277033,no_driver_available,UberBlack,105,69
e7e605ac-3cba-41ac-b04f-6092ad42ddec,06/12/2024 21:23,37.79135531,-122.4125515,37.77901324,-122.400235,cancelled,UberX,109,196
bc3a43df-cb1d-4baa-b854-299e75ffa162,04/12/2024 22:20,37.7897084,-122.4325843,37.78751875,-122.4170035,completed,UberPool,173,152
2ebb4f8b-75a1-4a84-9071-0662cf1b3ccd,04/12/2024 16:42,37.78749177,-122.4125305,37.76960875,-122.4368878,cancelled,UberBlack,148,56
5ac1b6d6-11cd-4389-9daf-6c0ea79b58e8,07/12/2024 00:02,37.79056575,-122.4025043,37.78155662,-122.4131138,cancelled,UberX,116,140
5e5a45f7-7e7d-47b5-a8a4-6a17b931b97e,03/12/2024 01:28,37.76023331,-122.4292644,37.78797848,-122.4110393,cancelled,UberX,82,149
7e5152af-62c6-41bc-b530-9129dff61cef,05/12/2024 22:14,37.79246668,-122.4291021,37.78917406,-122.4236955,cancelled,UberX,112,198
d773bff2-0e9d-40bd-8dcf-489e66a15a3d,07/12/2024 03:10,37.76413114,-122.4164558,37.78519179,-122.418064,no_driver_available,UberX,139,141
a4b321d7-a1c4-46e3-9c10-ef2a9945e9a8,04/12/2024 02:32,37.77666785,-122.4379172,37.76306992,-122.3994107,completed,UberBlack,186,77
c1d9c95d-a70c-4ee3-9ea6-836c8db82669,03/12/2024 16:29,37.79298394,-122.4125202,37.77140325,-122.4345098,no_driver_available,UberBlack,106,199
caa69460-d4fc-4f90-b332-a50bee68a45a,04/12/2024 09:17,37.76273021,-122.4345813,37.77015112,-122.4234328,no_driver_available,UberBlack,199,191
b09538ed-ef68-4529-99b3-e2dd9f5506d4,03/12/2024 15:00,37.75838733,-122.4348953,37.75499508,-122.4239385,no_driver_available,UberX,187,95
430e37a9-ce06-42b8-8a18-c3eda6a9694e,06/12/2024 20:18,37.78713806,-122.42339,37.7636871,-122.4173789,cancelled,UberBlack,132,74
b97a2e8a-fae0-4c1f-8443-a74ac565d451,06/12/2024 03:39,37.76507058,-122.4067147,37.76046132,-122.4021573,no_driver_available,UberPool,123,60
a0403c68-9fc4-4d88-91b4-a7f4e4ca0c89,06/12/2024 01:34,37.75837615,-122.4031843,37.76705219,-122.4227654,cancelled,UberPool,169,153
b0752d11-cf52-45fb-b20f-f9139a084835,02/12/2024 17:48,37.78412262,-122.4390732,37.77871235,-122.410018,no_driver_available,UberX,117,56
76514175-9892-48be-a620-6d6b1d6feb77,04/12/2024 02:09,37.76043894,-122.4179566,37.78109554,-122.4087827,cancelled,UberBlack,136,155
50804116-c9dd-440a-aab7-28332b9931ec,06/12/2024 18:10,37.78909974,-122.4314731,37.78426575,-122.4129943,no_driver_available,UberBlack,92,53
dbee2716-f734-40aa-8a7a-d40777e00b6b,04/12/2024 22:26,37.77119536,-122.4144111,37.79335841,-122.4106309,no_driver_available,UberX,65,192
81e96029-a361-4e26-bf19-62a885ed5557,04/12/2024 15:19,37.78108203,-122.4393326,37.78256661,-122.405499,cancelled,UberBlack,76,125
fe9473ef-de5f-43e0-baac-80af8edf477d,01/12/2024 00:33,37.7812741,-122.4244918,37.78236401,-122.3994207,cancelled,UberBlack,190,106
6ce9e80a-4e8e-4bf7-8e9a-67a2b6f0621a,06/12/2024 00:10,37.77759111,-122.3994985,37.76837321,-122.4210043,completed,UberBlack,51,59
37aee4df-b734-4605-a099-5e49324ce499,01/12/2024 04:05,37.75933183,-122.4111489,37.78712536,-122.4082779,completed,UberPool,137,132
e1fac7b6-6a2a-45e9-ad39-483be1ee2efe,04/12/2024 18:40,37.75775184,-122.4012365,37.77657146,-122.4017729,completed,UberPool,167,128
2b44f909-8775-4420-96cb-fd69a6948233,03/12/2024 13:57,37.79082116,-122.432062,37.7894186,-122.4033667,completed,UberBlack,162,165
546c26ef-e84f-481b-a6a2-05465d0428de,06/12/2024 18:44,37.7891801,-122.4050713,37.75623352,-122.435758,cancelled,UberX,162,59
0999175f-fd4a-4240-a0ca-04143d902923,06/12/2024 05:27,37.7938798,-122.4132391,37.77499896,-122.4183369,completed,UberBlack,167,188
64f01fd6-9bde-43cd-971d-04a11093c9af,06/12/2024 07:55,37.75541773,-122.4086378,37.77327711,-122.4270626,no_driver_available,UberBlack,162,113
fb54ff5f-71c7-4c58-9786-ba16de557a9a,03/12/2024 20:46,37.76155578,-122.428057,37.77705053,-122.438753,completed,UberBlack,124,95
75c38922-bbca-4d2e-bb9b-de31e71cfe04,02/12/2024 00:07,37.76311032,-122.4200216,37.79370671,-122.4110972,no_driver_available,UberX,116,53
2d5abc69-c19d-4437-a82d-b68f4a4772cc,03/12/2024 13:49,37.79238681,-122.4361874,37.79442276,-122.4236892,cancelled,UberPool,161,89
e7d46b5d-206a-46ef-8601-4e2f77a36233,03/12/2024 22:50,37.76580142,-122.4363872,37.78816388,-122.4235916,cancelled,UberPool,97,59
61e84d90-a356-406d-84ea-1f90a8bd2b35,07/12/2024 01:18,37.77406888,-122.4056497,37.78223323,-122.407174,cancelled,UberBlack,197,74
ffb1f720-9fb9-4f7b-b96e-36ad78d8bf8e,03/12/2024 05:54,37.75596684,-122.3997612,37.79067464,-122.4032575,no_driver_available,UberX,109,190
c1fc33b5-610a-4924-953b-e89d6e22befb,03/12/2024 18:20,37.78634929,-122.4194171,37.77957052,-122.4068135,cancelled,UberX,129,96
6ed86bc9-4bfa-4c6b-a130-d0c7f355a451,02/12/2024 23:48,37.76285043,-122.4004769,37.77882662,-122.4286,cancelled,UberX,199,144
bd95815b-fa64-4e02-bffd-4c857d859691,02/12/2024 14:45,37.79165854,-122.4347125,37.77194127,-122.4319504,completed,UberBlack,84,91
0647bfcc-a37d-405a-b6cb-7d1d30b20ef3,02/12/2024 22:42,37.78874167,-122.406078,37.7709502,-122.4228419,no_driver_available,UberBlack,74,192
056ba742-85e2-45e3-ba9a-7b18fda58e64,04/12/2024 01:29,37.76779179,-122.4083568,37.76084544,-122.4139603,cancelled,UberBlack,177,128
b685067b-5690-4b8a-8236-518811a01e43,01/12/2024 03:26,37.77796057,-122.4129741,37.75496877,-122.4109145,completed,UberBlack,56,199
db7ec8e1-1600-42ab-b9fa-01028d472093,05/12/2024 06:43,37.77977579,-122.4249126,37.76090621,-122.419323,completed,UberBlack,87,167
e02981f6-4262-4e14-a3b8-fc54a4cfb7e2,06/12/2024 18:56,37.76422284,-122.4302882,37.76466099,-122.4272364,no_driver_available,UberPool,75,148
405f20bb-7eb9-4410-b4a7-15f34691a3ae,01/12/2024 17:15,37.77507163,-122.4342293,37.79233399,-122.4120626,no_driver_available,UberBlack,199,153
3667110b-6eb0-44b6-be20-12d974dec49e,05/12/2024 07:46,37.7683079,-122.42285,37.76077907,-122.418234,cancelled,UberX,116,116
d449ead9-4c55-40d8-b85c-d369a3d633b8,06/12/2024 18:24,37.77805156,-122.4319874,37.79317602,-122.4029887,completed,UberX,149,186
8b03f456-4c84-40f1-8011-f90926b43503,04/12/2024 06:57,37.78618023,-122.4100077,37.77258054,-122.399675,completed,UberX,148,163
48c80a32-f606-4f5e-bc03-c67b240dcc69,06/12/2024 05:26,37.76199018,-122.423171,37.76760293,-122.4378231,completed,UberPool,144,95
bd0c0817-200f-4264-9de8-59bc83f2a484,04/12/2024 21:06,37.76795965,-122.4120096,37.77418757,-122.4189264,completed,UberBlack,146,93
fc0495d4-fd69-49ac-86b7-cfc9fd36b468,03/12/2024 08:14,37.76110425,-122.4054312,37.78861734,-122.4321823,no_driver_available,UberPool,151,162
ffadf790-56ea-4724-9825-1abefab7c4f3,05/12/2024 02:40,37.77668311,-122.4213934,37.77673898,-122.4196069,no_driver_available,UberPool,155,137
fc0830d2-3974-4c21-ab7c-d7f829b6ec2b,02/12/2024 16:42,37.78845232,-122.4135003,37.78034031,-122.4213048,completed,UberBlack,178,200
2308ad6c-1683-464d-8a37-1d3c303e4c0a,01/12/2024 12:24,37.78318895,-122.4367354,37.7584453,-122.4043712,no_driver_available,UberBlack,162,52
6ff8aae1-0cf8-43a9-8465-923cf90b0ada,02/12/2024 03:54,37.76728197,-122.4086231,37.76299982,-122.4085761,cancelled,UberBlack,83,57
6620252c-37ce-4f1c-94ce-1bbf9826f510,03/12/2024 01:30,37.77114335,-122.4132288,37.77150756,-122.4364158,no_driver_available,UberPool,73,196
dbd0d9d5-1fa6-457f-bf22-7a945e63c8f6,02/12/2024 08:45,37.78091694,-122.4136759,37.78002707,-122.4334653,cancelled,UberX,87,82
386a3ee8-0114-4bce-b130-f04bf8e700ef,06/12/2024 16:35,37.76088236,-122.4307616,37.78317545,-122.4334669,cancelled,UberBlack,193,171
0332db47-fb67-459e-85f9-fdaf821f2542,02/12/2024 16:45,37.79082981,-122.4062662,37.7655606,-122.4188114,cancelled,UberX,169,122
59fff3cc-d8c9-4462-ab09-045b0f8fe01f,02/12/2024 23:41,37.76902905,-122.4030803,37.78586057,-122.399514,no_driver_available,UberPool,138,62
a1d2cf0a-70ba-46b6-8089-7126c9886538,05/12/2024 02:22,37.78387718,-122.4364484,37.75864314,-122.4169239,no_driver_available,UberBlack,58,105
9dbb7705-a2ce-40a7-b4ff-30f4574bf7b5,06/12/2024 12:31,37.79220566,-122.418022,37.78151416,-122.4153168,completed,UberX,189,94
6955f323-da3b-4612-84f9-a8c14a66cce9,04/12/2024 20:02,37.77341592,-122.4076285,37.75923417,-122.4314942,cancelled,UberBlack,180,174
e46d3205-7b60-4233-a9d7-9bc04f168da0,03/12/2024 04:30,37.7714042,-122.399576,37.79142187,-122.425772,completed,UberX,91,121
53f29d1b-2608-4ba9-9b5b-e9a3138b15d5,02/12/2024 09:37,37.77417351,-122.4271162,37.7612733,-122.4178533,cancelled,UberPool,74,198
0429d550-d00e-4bda-8a3c-86b6e29eabcb,01/12/2024 02:49,37.76687384,-122.4029286,37.78201227,-122.408216,completed,UberPool,182,143
29b00b65-5068-49cf-9740-139efe1760f1,03/12/2024 17:29,37.78860305,-122.4060244,37.77729544,-122.4188308,cancelled,UberX,53,59
98aea04d-0eff-4745-80e0-e6e9d913a579,02/12/2024 00:37,37.76995265,-122.4210075,37.76279209,-122.4264168,no_driver_available,UberX,97,73
96935108-9a56-4bd7-b16b-056fde87aa84,05/12/2024 07:27,37.77618015,-122.4388172,37.76865268,-122.431412,no_driver_available,UberBlack,194,123
89bf23da-fadf-4241-abb0-b134f9c2f086,03/12/2024 09:32,37.75815205,-122.4129969,37.75917461,-122.4091289,completed,UberX,174,107
c099b8ad-ab5d-4fdb-9665-010b910d5ac1,07/12/2024 05:00,37.76864175,-122.4223489,37.7878667,-122.421657,no_driver_available,UberPool,91,90
e0953a88-ae68-4313-9aff-92b401fcb62f,07/12/2024 04:59,37.79384297,-122.4004701,37.77148273,-122.4074789,no_driver_available,UberPool,101,192
64041d0b-cb59-42ac-9d3d-cc1d4f85ca1f,04/12/2024 06:31,37.77857626,-122.4294106,37.75981204,-122.4082434,no_driver_available,UberPool,148,73
d75cd04d-b050-4569-b6d5-59a3a66bc4ec,01/12/2024 00:13,37.77311727,-122.4106659,37.7813505,-122.406803,no_driver_available,UberPool,65,72
4fa3985c-845f-484a-b51a-222e3c1b5d65,01/12/2024 05:25,37.76626871,-122.4189191,37.78140524,-122.4141118,cancelled,UberBlack,93,76
2de35d12-98fd-4d7e-90ce-3655f4958d62,01/12/2024 13:03,37.78211196,-122.4004625,37.7948871,-122.4383191,cancelled,UberPool,111,158
f7bbff7e-3d9b-4d3f-ad09-7a24a302f83d,05/12/2024 11:36,37.78819257,-122.4224976,37.75490008,-122.4287068,completed,UberX,110,160
abb972eb-f4a0-47b0-99ef-fe06d65f4250,06/12/2024 00:30,37.76323761,-122.4108034,37.78160755,-122.4271413,no_driver_available,UberX,65,53
ca60cc03-aee4-438e-b7fb-4d0af3b1915d,05/12/2024 23:17,37.79106699,-122.4139305,37.76850372,-122.4222694,completed,UberBlack,194,99
47ed1da6-f567-4a38-8d13-932e879d3ff2,01/12/2024 05:50,37.77594938,-122.4254643,37.77206624,-122.4116951,completed,UberPool,164,148
d52d617b-803e-4b54-a1ab-57e94d4d86af,04/12/2024 20:48,37.7915793,-122.4355554,37.75867284,-122.4279602,cancelled,UberBlack,130,72
9e7d1afb-e0f7-4612-9ab8-3cfd776d25d4,03/12/2024 15:48,37.76610036,-122.4149291,37.76931179,-122.4200373,cancelled,UberBlack,198,119
b2860550-c454-46e4-9bc2-72da08e0e115,04/12/2024 17:35,37.78400115,-122.4353071,37.79283584,-122.4197927,completed,UberBlack,55,72
07fb90c3-5cb0-4694-b7b3-02cdf48db2f9,05/12/2024 09:18,37.75943876,-122.4330936,37.76794934,-122.4362986,no_driver_available,UberPool,179,75
61724593-323e-4cbd-9000-12f9cbbf4840,06/12/2024 19:06,37.76613361,-122.4106319,37.78227352,-122.4157614,completed,UberBlack,136,187
94b3891b-0d4a-482d-a2e0-8f1d18a4b7b8,01/12/2024 23:41,37.76606128,-122.4390334,37.79115537,-122.4106915,completed,UberPool,113,182
159bfdd9-75f0-4b52-9c9f-7b8f7ee630e1,07/12/2024 01:26,37.79083417,-122.4253334,37.75905441,-122.4349595,cancelled,UberBlack,77,169
2436a9af-80cd-4031-ada2-8709b221701e,02/12/2024 00:26,37.78864779,-122.4320544,37.790806,-122.4393962,completed,UberPool,79,196
4a04f67b-9863-48d0-a9b1-8dd210c5653b,01/12/2024 15:54,37.76738678,-122.4081391,37.77509349,-122.439046,no_driver_available,UberX,174,122
62761ab2-8aa6-4547-a111-7a7c9800574d,03/12/2024 02:09,37.77601777,-122.4204911,37.76109236,-122.4110434,cancelled,UberBlack,186,96
891dc333-843c-4745-9c4b-3d81271f0b24,02/12/2024 10:21,37.77135669,-122.4078065,37.76771254,-122.4130159,cancelled,UberPool,121,190
8d34cce6-b4ee-4b1b-b6ca-942d517c0274,02/12/2024 08:26,37.76988796,-122.4198783,37.78464017,-122.4058504,completed,UberX,195,156
3a9bb9d8-4072-442b-978b-85be59966e0e,01/12/2024 03:38,37.78500817,-122.4065019,37.79373567,-122.4063464,completed,UberBlack,155,66
30b6426d-a6c3-4af6-ab9b-bea02ebf0220,04/12/2024 18:25,37.78346871,-122.4175729,37.76112945,-122.4031635,completed,UberX,128,149
4c69e887-ebd5-48cb-8b53-1ef56551d465,04/12/2024 13:46,37.76670512,-122.4132149,37.75731671,-122.4030398,completed,UberPool,84,200
2039915a-f9b5-4e54-a304-6805090de335,06/12/2024 16:36,37.76317045,-122.4205996,37.76982701,-122.4298023,no_driver_available,UberPool,174,123
f56ea584-66b8-441a-b428-09e7ba2e9f74,06/12/2024 08:01,37.79187933,-122.4203287,37.76744856,-122.4167929,completed,UberPool,140,100
4a6cc908-a12a-4f0a-b408-6cbe1cb67e9a,07/12/2024 03:41,37.76628692,-122.4373237,37.78720024,-122.4044019,no_driver_available,UberPool,198,153
fef5fe5c-84fd-4097-be46-f9da8a842577,06/12/2024 06:19,37.75540353,-122.4160875,37.76757189,-122.4387815,cancelled,UberBlack,92,102
2929adfc-99d5-4588-9f9c-1b7022173a9e,04/12/2024 18:32,37.78636166,-122.4374384,37.79257825,-122.434486,cancelled,UberX,162,90
956e95ce-15f8-4e62-a502-3458dda07514,03/12/2024 01:44,37.78807577,-122.4123751,37.75716031,-122.4265977,completed,UberX,132,84
c297eebd-fee5-43b2-a04a-01fc4ac08c44,04/12/2024 13:41,37.76027965,-122.4207921,37.78638903,-122.4160814,no_driver_available,UberPool,190,129
e03100ea-100e-410a-87a6-848449268e1d,03/12/2024 09:00,37.78343063,-122.4113847,37.78911432,-122.4052328,completed,UberPool,186,83
1ed58854-4a3a-40c4-9217-c21f5c46668d,06/12/2024 01:03,37.75652093,-122.4060467,37.7671889,-122.4195151,cancelled,UberX,136,52
e28e8723-c405-4189-b961-a93cfa959396,02/12/2024 01:16,37.77442656,-122.4137391,37.78079594,-122.4360296,completed,UberX,168,144
5c55b9eb-f39e-482f-bc1e-c8b5099d8375,03/12/2024 23:10,37.78166472,-122.436585,37.76972334,-122.4212173,completed,UberX,173,166
af52caf8-fd5a-4121-bf28-ae9e1947a476,07/12/2024 00:56,37.76896802,-122.4212696,37.78238933,-122.4222583,completed,UberBlack,162,155
e5107053-c738-4d93-b599-98d7d98b26c9,06/12/2024 23:10,37.77268468,-122.4295221,37.79064157,-122.407007,cancelled,UberX,170,130
814ebe57-44d9-4924-91f2-768d60a06914,04/12/2024 16:52,37.7579802,-122.4107163,37.78568819,-122.4277678,cancelled,UberBlack,59,99
